epoch,step,train_loss,val_accuracy,val_boundary_iou,val_hausdorff,val_iou,val_loss
0,4,0.39009684324264526,,,,,
0,9,0.5040221810340881,,,,,
0,14,0.183977872133255,,,,,
0,19,0.39736703038215637,,,,,
0,24,0.3418736755847931,,,,,
0,29,0.3928086459636688,,,,,
0,34,0.46321848034858704,,,,,
0,39,0.1966850608587265,,,,,
0,44,0.22984690964221954,,,,,
0,49,0.41471540927886963,,,,,
0,54,0.19708691537380219,,,,,
0,59,0.1630178540945053,,,,,
0,64,0.20836800336837769,,,,,
0,69,0.26660066843032837,,,,,
0,74,0.27494579553604126,,,,,
0,79,0.35251760482788086,,,,,
0,84,0.19193993508815765,,,,,
0,89,0.09266933798789978,,,,,
0,94,0.4236377775669098,,,,,
0,99,0.14879053831100464,,,,,
0,104,0.3539884090423584,,,,,
0,109,0.1944844275712967,,,,,
0,114,0.12599727511405945,,,,,
0,119,0.18332387506961823,,,,,
0,124,0.1760914921760559,,,,,
0,129,0.20083469152450562,,,,,
0,134,0.20769038796424866,,,,,
0,139,0.2677691578865051,,,,,
0,144,0.32619357109069824,,,,,
0,149,0.07939532399177551,,,,,
0,154,0.12685076892375946,,,,,
0,159,0.2286127507686615,,,,,
0,164,0.13355837762355804,,,,,
0,169,0.24451056122779846,,,,,
0,174,0.0858212485909462,,,,,
0,179,0.22152528166770935,,,,,
0,184,0.17344430088996887,,,,,
0,189,0.23965169489383698,,,,,
0,194,0.2561001777648926,,,,,
0,199,0.13626159727573395,,,,,
0,204,0.16359783709049225,,,,,
0,209,0.15113626420497894,,,,,
0,214,0.2002837359905243,,,,,
0,219,0.07007406651973724,,,,,
0,224,0.11365467309951782,,,,,
0,229,0.05083749443292618,,,,,
0,234,0.2846197485923767,,,,,
0,239,0.1355021595954895,,,,,
0,244,0.0624954029917717,,,,,
0,249,0.08765487372875214,,,,,
0,254,0.1723717302083969,,,,,
0,259,0.21775951981544495,,,,,
0,264,0.13448940217494965,,,,,
0,269,0.08978275954723358,,,,,
0,274,0.22590281069278717,,,,,
0,279,0.21921750903129578,,,,,
0,284,0.08873006701469421,,,,,
0,289,0.07709486782550812,,,,,
0,294,0.06880776584148407,,,,,
0,299,0.17111453413963318,,,,,
0,304,0.0696026012301445,,,,,
0,309,0.1144532859325409,,,,,
0,314,0.26427629590034485,,,,,
0,319,0.18396025896072388,,,,,
0,324,0.07975461333990097,,,,,
0,329,0.08072756230831146,,,,,
0,334,0.10638134181499481,,,,,
0,339,0.07514151185750961,,,,,
0,344,0.19521735608577728,,,,,
0,349,0.08981652557849884,,,,,
0,354,0.053411323577165604,,,,,
0,359,0.08926599472761154,,,,,
0,364,0.07083076238632202,,,,,
0,369,0.21581286191940308,,,,,
0,374,0.14543135464191437,,,,,
0,379,0.06538531929254532,,,,,
0,384,0.1079508438706398,,,,,
0,389,0.03945188596844673,,,,,
0,394,0.08648212999105453,,,,,
0,399,0.058937154710292816,,,,,
0,404,0.09107580780982971,,,,,
0,409,0.04945799708366394,,,,,
0,414,0.07112210988998413,,,,,
0,419,0.08505097776651382,,,,,
0,424,0.03556153550744057,,,,,
0,429,0.07928663492202759,,,,,
0,434,0.17450997233390808,,,,,
0,439,0.06374125927686691,,,,,
0,444,0.16368041932582855,,,,,
0,449,0.11349359154701233,,,,,
0,454,0.12295116484165192,,,,,
0,459,0.13518449664115906,,,,,
0,464,0.07391750812530518,,,,,
0,469,0.039167411625385284,,,,,
0,474,0.03530047833919525,,,,,
0,479,0.04629744589328766,,,,,
0,484,0.3315852880477905,,,,,
0,489,0.08640659600496292,,,,,
0,494,0.03593549132347107,,,,,
0,499,0.09405871480703354,,,,,
0,504,0.08146753907203674,,,,,
0,509,0.06406107544898987,,,,,
0,514,0.1302039623260498,,,,,
0,519,0.08981505036354065,,,,,
0,524,0.2622881829738617,,,,,
0,529,0.03890509903430939,,,,,
0,534,0.09202680736780167,,,,,
0,539,0.05759380757808685,,,,,
0,544,0.2363610714673996,,,,,
0,549,0.2304694652557373,,,,,
0,554,0.0793936550617218,,,,,
0,559,0.150766521692276,,,,,
0,564,0.1832146793603897,,,,,
0,569,0.11064838618040085,,,,,
0,574,0.1366487294435501,,,,,
0,579,0.03672900050878525,,,,,
0,584,0.06054640933871269,,,,,
0,589,0.06487235426902771,,,,,
0,594,0.09558036923408508,,,,,
0,599,0.06373629719018936,,,,,
0,604,0.11043332517147064,,,,,
0,609,0.06968621909618378,,,,,
0,614,0.06591702997684479,,,,,
0,619,0.04071049019694328,,,,,
0,624,0.07332846522331238,,,,,
0,629,0.03909212350845337,,,,,
0,634,0.06727126240730286,,,,,
0,639,0.036106038838624954,,,,,
0,644,0.08519972860813141,,,,,
0,649,0.12591545283794403,,,,,
0,654,0.2952320873737335,,,,,
0,659,0.06563700735569,,,,,
0,664,0.13220615684986115,,,,,
0,669,0.050563618540763855,,,,,
0,674,0.14455604553222656,,,,,
0,679,0.04484456777572632,,,,,
0,684,0.04923587292432785,,,,,
0,689,0.16448023915290833,,,,,
0,694,0.03754149749875069,,,,,
0,699,0.08152738213539124,,,,,
0,704,0.05430946126580238,,,,,
0,709,0.14738798141479492,,,,,
0,714,0.04309970512986183,,,,,
0,719,0.20111408829689026,,,,,
0,724,0.06219295412302017,,,,,
0,729,0.06755028665065765,,,,,
0,734,0.054311104118824005,,,,,
0,739,0.06416913866996765,,,,,
0,744,0.04838334769010544,,,,,
0,749,0.06096038594841957,,,,,
0,754,0.08719675987958908,,,,,
0,759,0.03124965913593769,,,,,
0,764,0.06949354708194733,,,,,
0,769,0.04947379603981972,,,,,
0,774,0.06521131843328476,,,,,
0,779,0.05931400507688522,,,,,
0,784,0.1048722192645073,,,,,
0,789,0.0757029801607132,,,,,
0,794,0.04080214351415634,,,,,
0,799,0.044318489730358124,,,,,
0,804,0.04146718233823776,,,,,
0,809,0.07368137687444687,,,,,
0,814,0.053961146622896194,,,,,
0,819,0.035932112485170364,,,,,
0,824,0.04187075421214104,,,,,
0,829,0.056006986647844315,,,,,
0,834,0.20810239017009735,,,,,
0,839,0.08839420974254608,,,,,
0,844,0.10994062572717667,,,,,
0,849,0.08388639986515045,,,,,
0,854,0.0603836290538311,,,,,
0,859,0.0991559773683548,,,,,
0,864,0.03072875365614891,,,,,
0,869,0.07534819841384888,,,,,
0,874,0.08420026302337646,,,,,
0,879,0.09393295645713806,,,,,
0,884,0.1071271151304245,,,,,
0,889,0.10149648785591125,,,,,
0,894,0.18460965156555176,,,,,
0,899,0.05477606877684593,,,,,
0,899,,0.9826444387435913,0.13154548406600952,45.209625244140625,0.8343200087547302,0.09974837303161621
1,904,0.04696916043758392,,,,,
1,909,0.03315293416380882,,,,,
1,914,0.08119963854551315,,,,,
1,919,0.08142948150634766,,,,,
1,924,0.06780172139406204,,,,,
1,929,0.07230876386165619,,,,,
1,934,0.05407305061817169,,,,,
1,939,0.04932565242052078,,,,,
